name,street,city,state,zip,type,website,phone,source
The Healing Side,2415 Pacific Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=2415%20Pacific%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Honorable Plant,123 Bay Ave,Highlands,NJ,7732.0,R,https://www.google.com/maps/dir/?api=1&destination=123%20Bay%20Ave%2C%20Highlands%2C%20NJ%2007732%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Jersey Joint Dispensary,7-11 State St,Glassboro,NJ,8028.0,R,https://www.google.com/maps/dir/?api=1&destination=7-11%20State%20St%2C%20Glassboro%2C%20NJ%2008028%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Leaf and Seed Dispensary,328 White Horse Pike Unit L,Clementon,NJ,8021.0,R,https://www.google.com/maps/dir/?api=1&destination=328%20White%20Horse%20Pike%20Unit%20L%2C%20Clementon%2C%20NJ%2008021%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Library of New Jersey,1-3 Washington St,West Orange,NJ,7052.0,R,https://www.google.com/maps/dir/?api=1&destination=1-3%20Washington%20St%2C%20West%20Orange%2C%20NJ%2007052%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Medicine Woman,660 Tonnelle Ave,Jersey City,NJ,7307.0,R,https://www.google.com/maps/dir/?api=1&destination=660%20Tonnelle%20Ave%2C%20Jersey%20City%2C%20NJ%2007307%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Other Side Dispensary,36 Congress St,Jersey City,NJ,7307.0,R,https://www.google.com/maps/dir/?api=1&destination=36%20Congress%20St%2C%20Jersey%20City%2C%20NJ%2007307%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Social Leaf,334 Atlantic City Blvd,Toms River,NJ,8757.0,R,https://www.google.com/maps/dir/?api=1&destination=334%20Atlantic%20City%20Blvd%2C%20Toms%20River%2C%20NJ%2008757%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The THC Shop,1740 Atlantic Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=1740%20Atlantic%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Wildflower Market,1810 Wayside Rd suite a,Eatontown,NJ,7724.0,R,https://www.google.com/maps/dir/?api=1&destination=1810%20Wayside%20Rd%20suite%20a%2C%20Eatontown%2C%20NJ%2007724%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Timber 5,695 Hamilton St,Somerset,NJ,8873.0,R,https://www.google.com/maps/dir/?api=1&destination=695%20Hamilton%20St%2C%20Somerset%2C%20NJ%2008873%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Township Green,15-17 E Scott St,Riverside,NJ,8075.0,R,https://www.google.com/maps/dir/?api=1&destination=15-17%20E%20Scott%20St%2C%20Riverside%2C%20NJ%2008075%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Tree House Co-Op Dispensary,326 NJ-73,Voorhees Township,NJ,8043.0,R,https://www.google.com/maps/dir/?api=1&destination=326%20NJ-73%2C%20Voorhees%20Township%2C%20NJ%2008043%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Treeotics,467 Lyons Ave,Newark,NJ,7112.0,R,https://www.google.com/maps/dir/?api=1&destination=467%20Lyons%20Ave%2C%20Newark%2C%20NJ%2007112%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Twisted Hat Cannabis,515 Shell Rd,Carneys Point,NJ,8069.0,R,https://www.google.com/maps/dir/?api=1&destination=515%20Shell%20Rd%2C%20Carneys%20Point%2C%20NJ%2008069%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Uforia Dispensary,138 Griffith St,Jersey City,NJ,7307.0,R,https://www.google.com/maps/dir/?api=1&destination=138%20Griffith%20St%2C%20Jersey%20City%2C%20NJ%2007307%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Uma Flowers,100 Ridgedale Ave,Morristown,NJ,7960.0,R,https://www.google.com/maps/dir/?api=1&destination=100%20Ridgedale%20Ave%2C%20Morristown%2C%20NJ%2007960%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Union Chill,204 N Union St,Lambertville,NJ,8530.0,R,https://www.google.com/maps/dir/?api=1&destination=204%20N%20Union%20St%2C%20Lambertville%2C%20NJ%2008530%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Unity Rd. Cannabis Shop,441 Elizabeth Ave,Somerset,NJ,8873.0,R,https://www.google.com/maps/dir/?api=1&destination=441%20Elizabeth%20Ave%2C%20Somerset%2C%20NJ%2008873%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Urge,941 Elizabeth Ave,Elizabeth,NJ,7201.0,R,https://www.google.com/maps/dir/?api=1&destination=941%20Elizabeth%20Ave%2C%20Elizabeth%2C%20NJ%2007201%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Vigor Dispensary,1082 NJ-34,Matawan,NJ,7747.0,R,https://www.google.com/maps/dir/?api=1&destination=1082%20NJ-34%2C%20Matawan%2C%20NJ%2007747%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Village Hoboken,516 Washington St,Hoboken,NJ,7030.0,R,https://www.google.com/maps/dir/?api=1&destination=516%20Washington%20St%2C%20Hoboken%2C%20NJ%2007030%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Voltaire NJ,47 Mill St,Mt Holly,NJ,8060.0,R,https://www.google.com/maps/dir/?api=1&destination=47%20Mill%20St%2C%20Mt%20Holly%2C%20NJ%2008060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
West Orange Wellness,26 S Valley Rd,West Orange,NJ,7052.0,R,https://www.google.com/maps/dir/?api=1&destination=26%20S%20Valley%20Rd%2C%20West%20Orange%2C%20NJ%2007052%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Woodbury Wellness,818 N Broad St,Woodbury,NJ,8096.0,R,https://www.google.com/maps/dir/?api=1&destination=818%20N%20Broad%20St%2C%20Woodbury%2C%20NJ%2008096%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Xena NJ,759a Bergen Ave,Jersey City,NJ,7305.0,R,https://www.google.com/maps/dir/?api=1&destination=759a%20Bergen%20Ave%2C%20Jersey%20City%2C%20NJ%2007305%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zacate,"Millside Shopping Center II, 4037 US-130",Delran,NJ,8075.0,R,https://www.google.com/maps/dir/?api=1&destination=Millside%20Shopping%20Center%20II%2C%204037%20US-130%2C%20Delran%2C%20NJ%2008075%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf Mount Holly,600 High St,Mt Holly,NJ,8060.0,R,https://www.google.com/maps/dir/?api=1&destination=600%20High%20St%2C%20Mt%20Holly%2C%20NJ%2008060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Apothecarium Dispensary,55 S Main St,Phillipsburg,NJ,8865.0,M,https://www.google.com/maps/dir/?api=1&destination=55%20S%20Main%20St%2C%20Phillipsburg%2C%20NJ%2008865%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Apothecarium Dispensary,1865 Springfield Ave,Maplewood,NJ,7040.0,M,https://www.google.com/maps/dir/?api=1&destination=1865%20Springfield%20Ave%2C%20Maplewood%2C%20NJ%2007040%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Apothecarium Dispensary,200 NJ-17,Lodi,NJ,7644.0,M,https://www.google.com/maps/dir/?api=1&destination=200%20NJ-17%2C%20Lodi%2C%20NJ%2007644%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ascend,325 NJ-15,Wharton,NJ,7885.0,M,https://www.google.com/maps/dir/?api=1&destination=325%20NJ-15%2C%20Wharton%2C%20NJ%2007885%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ascend,461-469 West St,Fort Lee,NJ,7024.0,M,https://www.google.com/maps/dir/?api=1&destination=461-469%20West%20St%2C%20Fort%20Lee%2C%20NJ%2007024%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ascend,174 NJ-17,Rochelle Park,NJ,7662.0,M,https://www.google.com/maps/dir/?api=1&destination=174%20NJ-17%2C%20Rochelle%20Park%2C%20NJ%2007662%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Aunt Mary's Dispensary,100 Reaville Ave,Flemington,NJ,8822.0,M,https://www.google.com/maps/dir/?api=1&destination=100%20Reaville%20Ave%2C%20Flemington%2C%20NJ%2008822%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ayr Wellness,950 US-1,Woodbridge,NJ,7095.0,M,https://www.google.com/maps/dir/?api=1&destination=950%20US-1%2C%20Woodbridge%2C%20NJ%2007095%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ayr Wellness,59 Main St,Eatontown,NJ,7724.0,M,https://www.google.com/maps/dir/?api=1&destination=59%20Main%20St%2C%20Eatontown%2C%20NJ%2007724%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ayr Wellness,2536 US-22,Union,NJ,7083.0,M,https://www.google.com/maps/dir/?api=1&destination=2536%20US-22%2C%20Union%2C%20NJ%2007083%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
BLOC,1075 Easton Ave,Somerset,NJ,8873.0,M,https://www.google.com/maps/dir/?api=1&destination=1075%20Easton%20Ave%2C%20Somerset%2C%20NJ%2008873%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
BLOC,501 US-9,Waretown,NJ,8758.0,M,https://www.google.com/maps/dir/?api=1&destination=501%20US-9%2C%20Waretown%2C%20NJ%2008758%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
BLOC,1761 N Olden Ave,Ewing Township,NJ,8638.0,M,https://www.google.com/maps/dir/?api=1&destination=1761%20N%20Olden%20Ave%2C%20Ewing%20Township%2C%20NJ%2008638%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Breakwater,2 Corporate Dr,East Windsor,NJ,8512.0,M,https://www.google.com/maps/dir/?api=1&destination=2%20Corporate%20Dr%2C%20East%20Windsor%2C%20NJ%2008512%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Breakwater,154 Westfield Ave W,Roselle Park,NJ,7204.0,M,https://www.google.com/maps/dir/?api=1&destination=154%20Westfield%20Ave%20W%2C%20Roselle%20Park%2C%20NJ%2007204%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Brute's Roots,6206 Black Horse Pike,Egg Harbor Township,NJ,8234.0,M,https://www.google.com/maps/dir/?api=1&destination=6206%20Black%20Horse%20Pike%2C%20Egg%20Harbor%20Township%2C%20NJ%2008234%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Curaleaf,191 US-130,Bordentown,NJ,8505.0,M,https://www.google.com/maps/dir/?api=1&destination=191%20US-130%2C%20Bordentown%2C%20NJ%2008505%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Curaleaf,4237 US-130,Edgewater Park,NJ,8010.0,M,https://www.google.com/maps/dir/?api=1&destination=4237%20US-130%2C%20Edgewater%20Park%2C%20NJ%2008010%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Curaleaf,640 Creek Rd,Bellmawr,NJ,8031.0,M,https://www.google.com/maps/dir/?api=1&destination=640%20Creek%20Rd%2C%20Bellmawr%2C%20NJ%2008031%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Design 710,112 Park Pl,Atlantic City,NJ,8401.0,M,https://www.google.com/maps/dir/?api=1&destination=112%20Park%20Pl%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Downtown FLWR,141 Newark Ave,Jersey City,NJ,7302.0,M,https://www.google.com/maps/dir/?api=1&destination=141%20Newark%20Ave%2C%20Jersey%20City%2C%20NJ%2007302%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Eastern Green,78 NJ-73,Voorhees Township,NJ,8043.0,M,https://www.google.com/maps/dir/?api=1&destination=78%20NJ-73%2C%20Voorhees%20Township%2C%20NJ%2008043%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Garfield Gardens Dispensary,517 River Dr,Garfield,NJ,7026.0,M,https://www.google.com/maps/dir/?api=1&destination=517%20River%20Dr%2C%20Garfield%2C%20NJ%2007026%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Holistic Solutions,451 White Horse Pike,Atco,NJ,8004.0,M,https://www.google.com/maps/dir/?api=1&destination=451%20White%20Horse%20Pike%2C%20Atco%2C%20NJ%2008004%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
HoneyGrove,1337 Blackwood-Clementon Rd,Clementon,NJ,8021.0,M,https://www.google.com/maps/dir/?api=1&destination=1337%20Blackwood-Clementon%20Rd%2C%20Clementon%2C%20NJ%2008021%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Illicit Gardens Dispensary Secaucus,30 Wood Ave,Secaucus,NJ,7094.0,M,https://www.google.com/maps/dir/?api=1&destination=30%20Wood%20Ave%2C%20Secaucus%2C%20NJ%2007094%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Monmouth Wellness & Healing (Formerly NJ Leaf),546 Park Ave,Freehold,NJ,7728.0,M,https://www.google.com/maps/dir/?api=1&destination=546%20Park%20Ave%2C%20Freehold%2C%20NJ%2007728%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Monteverde NJ,45 Bridge Ave,Red Bank,NJ,7701.0,M,https://www.google.com/maps/dir/?api=1&destination=45%20Bridge%20Ave%2C%20Red%20Bank%2C%20NJ%2007701%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MPX NJ,153 S New York Ave,Atlantic City,NJ,8401.0,M,https://www.google.com/maps/dir/?api=1&destination=153%20S%20New%20York%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MPX NJ,5035 Central Hwy,Pennsauken Township,NJ,8109.0,M,https://www.google.com/maps/dir/?api=1&destination=5035%20Central%20Hwy%2C%20Pennsauken%20Township%2C%20NJ%2008109%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MPX NJ,581 Berlin - Cross Keys Rd,Sicklerville,NJ,8081.0,M,https://www.google.com/maps/dir/?api=1&destination=581%20Berlin%20-%20Cross%20Keys%20Rd%2C%20Sicklerville%2C%20NJ%2008081%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
NJ Leaf North Brunswick (Formerly Garden State Botanicals),1345 US-1,North Brunswick Township,NJ,8902.0,M,https://www.google.com/maps/dir/?api=1&destination=1345%20US-1%2C%20North%20Brunswick%20Township%2C%20NJ%2008902%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Restore NJ,300 William Dalton Dr,Glassboro,NJ,8028.0,M,https://www.google.com/maps/dir/?api=1&destination=300%20William%20Dalton%20Dr%2C%20Glassboro%2C%20NJ%2008028%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RIPT,220 Broadway,Jersey City,NJ,7306.0,M,https://www.google.com/maps/dir/?api=1&destination=220%20Broadway%2C%20Jersey%20City%2C%20NJ%2007306%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RISE,145 Rte 4,Paramus,NJ,7652.0,M,https://www.google.com/maps/dir/?api=1&destination=145%20Rte%204%2C%20Paramus%2C%20NJ%2007652%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RISE,196 3rd Ave 3 c,Paterson,NJ,7514.0,M,https://www.google.com/maps/dir/?api=1&destination=196%203rd%20Ave%203%20c%2C%20Paterson%2C%20NJ%2007514%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RISE,26-48 Bloomfield Ave,Bloomfield,NJ,7003.0,M,https://www.google.com/maps/dir/?api=1&destination=26-48%20Bloomfield%20Ave%2C%20Bloomfield%2C%20NJ%2007003%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Roots Dispensary,4402 US-130,Willingboro,NJ,8046.0,M,https://www.google.com/maps/dir/?api=1&destination=4402%20US-130%2C%20Willingboro%2C%20NJ%2008046%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sanctuary Cannabis,2581 US-22,Scotch Plains,NJ,7076.0,M,https://www.google.com/maps/dir/?api=1&destination=2581%20US-22%2C%20Scotch%20Plains%2C%20NJ%2007076%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
SilverLeaf Wellness,1743 NJ-27,Somerset,NJ,8873.0,M,https://www.google.com/maps/dir/?api=1&destination=1743%20NJ-27%2C%20Somerset%2C%20NJ%2008873%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sweet Spot,903 White Horse Rd,Voorhees Township,NJ,8043.0,M,https://www.google.com/maps/dir/?api=1&destination=903%20White%20Horse%20Rd%2C%20Voorhees%20Township%2C%20NJ%2008043%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Botanist,2090 N Black Horse Pike,Williamstown,NJ,8094.0,M,https://www.google.com/maps/dir/?api=1&destination=2090%20N%20Black%20Horse%20Pike%2C%20Williamstown%2C%20NJ%2008094%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Botanist,35 W Crescent Blvd,Collingswood,NJ,8108.0,M,https://www.google.com/maps/dir/?api=1&destination=35%20W%20Crescent%20Blvd%2C%20Collingswood%2C%20NJ%2008108%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Botanist,100 Century Dr,Egg Harbor Township,NJ,8234.0,M,https://www.google.com/maps/dir/?api=1&destination=100%20Century%20Dr%2C%20Egg%20Harbor%20Township%2C%20NJ%2008234%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabist,4476 Black Horse Pike Suite 2,Mays Landing,NJ,8330.0,M,https://www.google.com/maps/dir/?api=1&destination=4476%20Black%20Horse%20Pike%20Suite%202%2C%20Mays%20Landing%2C%20NJ%2008330%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabist,1062 N Delsea Dr,Vineland,NJ,8360.0,M,https://www.google.com/maps/dir/?api=1&destination=1062%20N%20Delsea%20Dr%2C%20Vineland%2C%20NJ%2008360%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabist,1692 Clements Bridge Rd,Deptford,NJ,8096.0,M,https://www.google.com/maps/dir/?api=1&destination=1692%20Clements%20Bridge%20Rd%2C%20Deptford%2C%20NJ%2008096%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Station,86 River St,Hoboken,NJ,7030.0,M,https://www.google.com/maps/dir/?api=1&destination=86%20River%20St%2C%20Hoboken%2C%20NJ%2007030%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Theo A. Cannabis,3059 NJ-27 unit 104,Franklin Park,NJ,8823.0,M,https://www.google.com/maps/dir/?api=1&destination=3059%20NJ-27%20unit%20104%2C%20Franklin%20Park%2C%20NJ%2008823%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Theory Wellness,461 New York Ave,Trenton,NJ,8638.0,M,https://www.google.com/maps/dir/?api=1&destination=461%20New%20York%20Ave%2C%20Trenton%2C%20NJ%2008638%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Toke Lane Cannabis Dispensary,226 S Broad St,Trenton,NJ,8608.0,M,https://www.google.com/maps/dir/?api=1&destination=226%20S%20Broad%20St%2C%20Trenton%2C%20NJ%2008608%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
URB’N Dispensary,378 South St,Newark,NJ,7105.0,M,https://www.google.com/maps/dir/?api=1&destination=378%20South%20St%2C%20Newark%2C%20NJ%2007105%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Valley Wellness,407 US-202,Raritan,NJ,8869.0,M,https://www.google.com/maps/dir/?api=1&destination=407%20US-202%2C%20Raritan%2C%20NJ%2008869%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf,NJ-66,Neptune Township,NJ,,M,https://www.google.com/maps/dir/?api=1&destination=NJ-66%2C%20Neptune%20Township%2C%20NJ%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf,117 Spring St,Elizabeth,NJ,7201.0,M,https://www.google.com/maps/dir/?api=1&destination=117%20Spring%20St%2C%20Elizabeth%2C%20NJ%2007201%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf,3256 Brunswick Pike,Lawrence Township,NJ,8648.0,M,https://www.google.com/maps/dir/?api=1&destination=3256%20Brunswick%20Pike%2C%20Lawrence%20Township%2C%20NJ%2008648%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
